llave,probabilidad,auto_cura
421,1.0777562153426201,1
422,1.0777562153426201,1
423,1.0777562153426201,1
426,1.0777562153426201,1
428,1.0777562153426201,1
429,1.0777562153426201,1
433,1.0777562153426201,1
441,1.0777562153426201,1
443,1.0777562153426201,1
447,1.0777562153426201,1
448,1.0777562153426201,1
450,1.0777562153426201,1
452,1.0777562153426201,1
453,1.0777562153426201,1
454,1.0777562153426201,1
455,1.0777562153426201,1
456,1.0777562153426201,1
457,1.0777562153426201,1
463,1.0777562153426201,1
465,1.0777562153426201,1
467,1.0777562153426201,1
468,1.0777562153426201,1
471,1.0777562153426201,1
473,1.0777562153426201,1
477,1.0777562153426201,1
478,1.0777562153426201,1
480,1.0777562153426201,1
481,1.0777562153426201,1
487,0.47022304607908627,0
489,0.16937961902695386,0
497,0.47022304607908627,0
499,0.7687864377818249,1
500,0.47022304607908627,0
506,0.47022304607908627,0
507,1.0777562153426201,1
510,1.0777562153426201,1
514,0.9232713265622225,1
520,1.0777562153426201,1
524,1.0777562153426201,1
527,1.0777562153426201,1
529,1.0777562153426201,1
533,1.0777562153426201,1
543,1.0777562153426201,1
551,1.0777562153426201,1
572,0.02789781327243257,0
573,0.47022304607908627,0
580,1.0777562153426201,1
582,1.0777562153426201,1
584,-0.42331355802842763,0
586,0.33057814950684095,0
590,-0.42331355802842763,0
591,1.0777562153426201,1
594,0.624707934859484,1
601,1.0777562153426201,1
602,1.0777562153426201,1
609,1.0777562153426201,1
611,1.0777562153426201,1
614,1.0777562153426201,1
618,1.0777562153426201,1
621,1.0777562153426201,1
625,1.0777562153426201,1
626,1.0777562153426201,1
630,1.0777562153426201,1
631,1.0777562153426201,1
632,1.0777562153426201,1
638,1.0777562153426201,1
640,0.624707934859484,1
642,1.0777562153426201,1
654,1.0777562153426201,1
655,1.0777562153426201,1
657,0.9232713265622225,1
661,1.0777562153426201,1
671,1.0777562153426201,1
672,0.624707934859484,1
673,0.21435758893910517,0
674,1.0777562153426201,1
681,1.0777562153426201,1
685,1.0777562153426201,1
688,1.0777562153426201,1
692,1.0777562153426201,1
693,1.0777562153426201,1
701,0.9232713265622225,1
702,1.0777562153426201,1
703,1.0777562153426201,1
714,0.7769127882904877,1
716,1.0777562153426201,1
719,1.0777562153426201,1
724,1.0777562153426201,1
725,1.0777562153426201,1
735,-0.06348570248162022,0
739,0.624707934859484,1
744,0.9232713265622225,1
750,0.9232713265622225,1
753,0.9232713265622225,1
754,0.9232713265622225,1
759,1.0777562153426201,1
760,1.0777562153426201,1
765,1.0777562153426201,1
772,-0.20984424075335495,0
773,1.0777562153426201,1
774,1.0777562153426201,1
775,0.42910317282824817,0
777,0.42910317282824817,0
780,0.42910317282824817,0
784,0.42910317282824817,0
785,1.0777562153426201,1
795,0.42910317282824817,0
796,1.0777562153426201,1
799,1.0777562153426201,1
802,0.9232713265622225,1
805,0.33057814950684095,0
807,0.624707934859484,1
816,1.0777562153426201,1
818,1.0777562153426201,1
819,1.0777562153426201,1
821,1.0777562153426201,1
823,1.0777562153426201,1
824,1.0777562153426201,1
825,1.0777562153426201,1
833,1.0777562153426201,1
835,1.0777562153426201,1
840,1.0777562153426201,1
843,1.0777562153426201,1
852,-0.06348570248162022,0
854,-0.06348570248162022,0
855,1.0777562153426201,1
858,-0.06348570248162022,0
862,1.0777562153426201,1
864,1.0777562153426201,1
874,1.0777562153426201,1
880,1.0777562153426201,1
881,1.0777562153426201,1
882,1.0777562153426201,1
885,1.0777562153426201,1
888,1.0777562153426201,1
899,1.0777562153426201,1
901,1.0777562153426201,1
906,1.0777562153426201,1
909,1.0777562153426201,1
913,1.0777562153426201,1
914,1.0777562153426201,1
916,1.0777562153426201,1
919,1.0777562153426201,1
920,1.0777562153426201,1
930,1.0777562153426201,1
932,1.0777562153426201,1
933,-0.37731328676561415,0
939,1.0777562153426201,1
949,1.0777562153426201,1
950,1.0777562153426201,1
958,1.0777562153426201,1
960,1.0777562153426201,1
963,1.0777562153426201,1
964,1.0777562153426201,1
965,1.0777562153426201,1
968,1.0777562153426201,1
979,1.0777562153426201,1
981,1.0777562153426201,1
982,1.0777562153426201,1
987,1.0777562153426201,1
989,1.0777562153426201,1
994,0.9232713265622225,1
995,0.3157381572986886,0
997,0.3157381572986886,0
998,0.3157381572986886,0
999,1.0777562153426201,1
1003,1.0777562153426201,1
1005,1.0777562153426201,1
1010,1.0777562153426201,1
1014,1.0777562153426201,1
1016,1.0777562153426201,1
1019,1.0777562153426201,1
1020,1.0777562153426201,1
1021,1.0777562153426201,1
1025,1.0777562153426201,1
1026,1.0777562153426201,1
1031,1.0777562153426201,1
1033,1.0777562153426201,1
1034,0.9232713265622225,1
1037,0.9232713265622225,1
1042,1.0777562153426201,1
1048,0.9232713265622225,1
1054,1.0777562153426201,1
1055,1.0777562153426201,1
1058,1.0777562153426201,1
1061,1.0777562153426201,1
1062,1.0777562153426201,1
1064,1.0777562153426201,1
1069,1.0777562153426201,1
1070,1.0777562153426201,1
1074,1.0777562153426201,1
1081,0.4850630382872385,0
1084,1.0777562153426201,1
1089,1.0777562153426201,1
1097,1.0777562153426201,1
1104,1.0777562153426201,1
1107,1.0777562153426201,1
1110,0.4850630382872385,0
1113,0.5444716671550163,1
1116,1.0777562153426201,1
1119,0.9232713265622225,1
1120,1.0777562153426201,1
1128,1.0777562153426201,1
1129,1.0777562153426201,1
1130,1.0777562153426201,1
1135,1.0777562153426201,1
1136,1.0777562153426201,1
1137,1.0777562153426201,1
1139,0.624707934859484,1
1141,1.0777562153426201,1
1148,1.0777562153426201,1
1150,1.0777562153426201,1
1152,1.0777562153426201,1
1158,1.0777562153426201,1
1168,1.0777562153426201,1
1169,1.0777562153426201,1
1176,1.0777562153426201,1
1178,1.0777562153426201,1
1180,1.0777562153426201,1
1181,0.9232713265622225,1
1183,1.0777562153426201,1
1184,1.0777562153426201,1
1185,0.624707934859484,1
1189,0.47022304607908627,0
1190,0.3157381572986886,0
1191,0.3157381572986886,0
1193,0.47022304607908627,0
1195,0.3157381572986886,0
1197,0.7687864377818249,1
1199,0.624707934859484,1
1200,0.624707934859484,1
1207,0.47022304607908627,0
1209,0.7687864377818249,1
1217,0.3157381572986886,0
1220,0.7687864377818249,1
1223,0.47022304607908627,0
1228,0.3157381572986886,0
1234,1.0777562153426201,1
1236,1.0777562153426201,1
1238,0.4850630382872385,0
1239,0.4282511065872807,0
1240,1.0777562153426201,1
1247,1.0777562153426201,1
1249,0.3814024345782614,0
1252,1.0777562153426201,1
1254,1.0777562153426201,1
1258,1.0777562153426201,1
1260,1.0777562153426201,1
1270,1.0777562153426201,1
1273,1.0777562153426201,1
1276,1.0777562153426201,1
1277,1.0777562153426201,1
1279,1.0777562153426201,1
1292,1.0777562153426201,1
1296,1.0777562153426201,1
1297,1.0777562153426201,1
1298,1.0777562153426201,1
1302,1.0777562153426201,1
1303,1.0777562153426201,1
1304,1.0777562153426201,1
1306,1.0777562153426201,1
1307,1.0777562153426201,1
1309,1.0777562153426201,1
1312,1.0777562153426201,1
1314,1.0777562153426201,1
1316,1.0777562153426201,1
1322,1.0777562153426201,1
1324,1.0777562153426201,1
1325,0.7687864377818249,1
1326,0.7687864377818249,1
1327,1.0777562153426201,1
1330,1.0777562153426201,1
1331,1.0777562153426201,1
1332,1.0777562153426201,1
1333,0.9232713265622225,1
1337,1.0777562153426201,1
1341,-0.06348570248162022,0
1342,1.0777562153426201,1
1348,1.0777562153426201,1
1352,1.0777562153426201,1
1353,1.0777562153426201,1
1355,-0.3093541070160708,0
1364,-0.3093541070160708,0
1367,1.0777562153426201,1
1368,1.0777562153426201,1
1369,1.0777562153426201,1
1374,1.0777562153426201,1
1379,1.0777562153426201,1
1382,1.0777562153426201,1
1388,1.0777562153426201,1
1392,0.9232713265622225,1
1394,1.0777562153426201,1
1395,1.0777562153426201,1
1406,1.0777562153426201,1
1409,1.0777562153426201,1
1414,1.0777562153426201,1
1416,1.0777562153426201,1
1417,1.0777562153426201,1
1421,1.0777562153426201,1
1424,1.0777562153426201,1
1425,1.0777562153426201,1
1433,1.0777562153426201,1
1435,-0.06348570248162022,0
1437,-0.06348570248162022,0
1438,1.0777562153426201,1
1439,-0.06348570248162022,0
1441,-0.06348570248162022,0
1442,-0.06348570248162022,0
1446,1.0777562153426201,1
1454,1.0777562153426201,1
1460,1.0777562153426201,1
1464,1.0777562153426201,1
1467,1.0777562153426201,1
1468,1.0777562153426201,1
1471,1.0777562153426201,1
1472,1.0777562153426201,1
1475,1.0777562153426201,1
1478,1.0777562153426201,1
1484,1.0777562153426201,1
1490,1.0777562153426201,1
1492,1.0777562153426201,1
1493,1.0777562153426201,1
1494,1.0777562153426201,1
1495,1.0777562153426201,1
1497,1.0777562153426201,1
1498,1.0777562153426201,1
1501,1.0777562153426201,1
1503,1.0777562153426201,1
1506,1.0777562153426201,1
1509,1.0777562153426201,1
1510,1.0777562153426201,1
1515,0.16587647778473502,0
1516,0.17609326072644338,0
1521,0.15331652092597636,0
1525,0.15331652092597636,0
1526,-0.14188506100381182,0
1527,-0.14188506100381182,0
1529,0.17609326072644338,0
1530,0.17609326072644338,0
1535,-0.14188506100381182,0
1541,0.17609326072644338,0
1547,0.15331652092597636,0
1548,0.16587647778473502,0
1550,-0.14188506100381182,0
1551,0.16587647778473502,0
1555,1.0777562153426201,1
1561,1.0777562153426201,1
1570,1.0777562153426201,1
1574,1.0777562153426201,1
1577,0.729094533639413,1
1585,0.16937961902695386,0
1587,1.0777562153426201,1
1588,0.32386450780735143,0
1590,0.32386450780735143,0
1592,0.16937961902695386,0
1599,1.0777562153426201,1
1601,1.0777562153426201,1
1605,-0.1864199047488453,0
1610,1.0777562153426201,1
1614,1.0777562153426201,1
1615,1.0777562153426201,1
1619,0.11483246237713673,0
1621,1.0777562153426201,1
1623,1.0777562153426201,1
1625,0.6606922277227518,1
1626,0.6606922277227518,1
1630,1.0777562153426201,1
1634,0.9232713265622225,1
1637,1.0777562153426201,1
1645,1.0777562153426201,1
1655,1.0777562153426201,1
1656,-0.3093541070160708,0
1657,-0.3093541070160708,0
1660,-0.3093541070160708,0
1666,-0.3093541070160708,0
1669,1.0777562153426201,1
1674,1.0777562153426201,1
1676,1.0777562153426201,1
1679,1.0777562153426201,1
1680,1.0777562153426201,1
1681,1.0777562153426201,1
1688,1.0777562153426201,1
1693,1.0777562153426201,1
1697,1.0777562153426201,1
1699,1.0777562153426201,1
1703,1.0777562153426201,1
1704,1.0777562153426201,1
1707,1.0777562153426201,1
1712,1.0777562153426201,1
1719,1.0777562153426201,1
1722,0.624707934859484,1
1726,1.0777562153426201,1
1735,1.0777562153426201,1
1739,1.0777562153426201,1
1746,0.47022304607908627,0
1750,0.624707934859484,1
1753,0.47022304607908627,0
1759,1.0777562153426201,1
1762,0.16125326851829103,0
1764,0.6143015490014272,1
1765,0.47022304607908627,0
1770,1.0777562153426201,1
1772,-0.46383899579646837,0
1773,1.0777562153426201,1
1775,1.0777562153426201,1
1778,0.33057814950684095,0
1779,0.32386450780735143,0
1780,0.32386450780735143,0
1784,1.0777562153426201,1
1787,1.0777562153426201,1
1789,1.0777562153426201,1
1792,1.0777562153426201,1
1800,1.0777562153426201,1
1802,1.0777562153426201,1
1806,1.0777562153426201,1
1807,1.0777562153426201,1
1808,1.0777562153426201,1
1809,1.0777562153426201,1
1811,1.0777562153426201,1
1812,1.0777562153426201,1
1814,1.0777562153426201,1
1816,1.0777562153426201,1
1818,1.0777562153426201,1
1825,1.0777562153426201,1
1828,1.0777562153426201,1
1830,-0.20984424075335495,0
1831,1.0777562153426201,1
1832,-0.20984424075335495,0
1833,1.0777562153426201,1
1837,1.0777562153426201,1
1840,1.0777562153426201,1
1843,1.0777562153426201,1
1850,-0.2246842329615073,0
1851,-0.2246842329615073,0
1854,-0.2246842329615073,0
1855,-0.2246842329615073,0
1862,-0.2246842329615073,0
1863,-0.2246842329615073,0
1866,0.624707934859484,1
1871,1.0777562153426201,1
1873,1.0777562153426201,1
1874,1.0777562153426201,1
1882,0.33501175585693677,0
1883,0.33501175585693677,0
1889,0.33501175585693677,0
1896,0.32158447245795774,0
1904,0.32158447245795774,0
1908,0.32158447245795774,0
1909,0.32158447245795774,0
1912,0.32158447245795774,0
1915,0.32158447245795774,0
1920,0.32158447245795774,0
1926,1.0777562153426201,1
1933,1.0777562153426201,1
1937,1.0777562153426201,1
1938,1.0777562153426201,1
1939,1.0777562153426201,1
1941,1.0777562153426201,1
1943,1.0777562153426201,1
1947,1.0777562153426201,1
1948,1.0777562153426201,1
1950,1.0777562153426201,1
1953,1.0777562153426201,1
1955,1.0777562153426201,1
1962,1.0777562153426201,1
1966,1.0777562153426201,1
1967,1.0777562153426201,1
1972,-0.2769550197566928,0
1974,0.17165965437634767,0
1975,1.0777562153426201,1
1976,0.17165965437634767,0
1977,0.17165965437634767,0
1979,0.17165965437634767,0
1980,0.17165965437634767,0
1985,1.0777562153426201,1
1987,1.0777562153426201,1
1988,0.7687864377818249,1
1991,0.7687864377818249,1
1996,0.3157381572986886,0
1998,0.9232713265622225,1
2000,0.7687864377818249,1
2001,0.7687864377818249,1
2003,0.7687864377818249,1
2004,0.9232713265622225,1
2009,0.7687864377818249,1
2012,0.7687864377818249,1
2014,0.7687864377818249,1
2015,1.0777562153426201,1
2023,1.0777562153426201,1
2024,1.0777562153426201,1
2026,1.0777562153426201,1
2028,1.0777562153426201,1
2031,1.0777562153426201,1
2032,1.0777562153426201,1
2034,1.0777562153426201,1
2040,1.0777562153426201,1
2044,1.0777562153426201,1
2049,1.0777562153426201,1
2058,0.624707934859484,1
2059,1.0777562153426201,1
2060,1.0777562153426201,1
2061,1.0777562153426201,1
2063,1.0777562153426201,1
2064,1.0777562153426201,1
2067,1.0777562153426201,1
2070,-0.06348570248162022,0
2075,1.0777562153426201,1
2080,1.0777562153426201,1
2090,1.0777562153426201,1
2091,1.0777562153426201,1
2092,1.0777562153426201,1
2093,1.0777562153426201,1
2097,1.0777562153426201,1
2098,1.0777562153426201,1
2100,1.0777562153426201,1
2114,1.0777562153426201,1
2119,1.0777562153426201,1
2120,1.0777562153426201,1
2121,1.0777562153426201,1
2125,1.0777562153426201,1
2129,-0.43228830928329587,0
2132,-0.43228830928329587,0
2137,-0.43228830928329587,0
2138,0.061152632267540086,0
2148,1.0777562153426201,1
2149,1.0777562153426201,1
2153,1.0777562153426201,1
2157,1.0777562153426201,1
2161,1.0777562153426201,1
2165,0.059872700158707604,0
2167,0.47022304607908627,0
2169,0.059872700158707604,0
2173,0.9232713265622225,1
2176,0.9232713265622225,1
2179,0.059872700158707604,0
2185,0.059872700158707604,0
2190,1.0777562153426201,1
2191,1.0777562153426201,1
2194,1.0777562153426201,1
2198,1.0777562153426201,1
2204,1.0777562153426201,1
2206,1.0777562153426201,1
2213,1.0777562153426201,1
2215,1.0777562153426201,1
2216,1.0777562153426201,1
2219,1.0777562153426201,1
2223,1.0777562153426201,1
2224,1.0777562153426201,1
2233,1.0777562153426201,1
2237,1.0777562153426201,1
2238,0.624707934859484,1
2241,1.0777562153426201,1
2244,1.0777562153426201,1
2245,1.0777562153426201,1
2247,1.0777562153426201,1
2249,1.0777562153426201,1
2251,1.0777562153426201,1
2252,1.0777562153426201,1
2255,1.0777562153426201,1
2259,1.0777562153426201,1
2260,1.0777562153426201,1
2262,1.0777562153426201,1
2270,-0.14752690612615604,0
2271,-0.7539998736170352,0
2272,-0.46383899579646837,0
2273,0.9232713265622225,1
2275,1.0777562153426201,1
2285,1.0777562153426201,1
2287,1.0777562153426201,1
2289,0.624707934859484,1
2291,1.0777562153426201,1
2295,0.42910317282824817,0
2297,1.0777562153426201,1
2298,1.0777562153426201,1
2299,1.0777562153426201,1
2308,1.0777562153426201,1
2310,1.0777562153426201,1
2312,1.0777562153426201,1
2314,1.0777562153426201,1
2315,1.0777562153426201,1
2318,1.0777562153426201,1
2332,0.9232713265622225,1
2333,0.3157381572986886,0
2334,0.3157381572986886,0
2337,0.9232713265622225,1
2338,0.7687864377818249,1
2339,0.9232713265622225,1
2341,1.0777562153426201,1
2342,0.9232713265622225,1
2348,1.0777562153426201,1
2351,1.0777562153426201,1
2358,1.0777562153426201,1
2359,1.0777562153426201,1
2363,1.0777562153426201,1
2367,1.0777562153426201,1
2368,1.0777562153426201,1
2377,1.0777562153426201,1
2386,0.5835880616086457,1
2387,1.0777562153426201,1
2391,0.624707934859484,1
2398,1.0777562153426201,1
2402,1.0777562153426201,1
2404,1.0777562153426201,1
2406,0.9232713265622225,1
2409,0.9232713265622225,1
2410,1.0777562153426201,1
2413,0.7687864377818249,1
2414,1.0777562153426201,1
2415,1.0777562153426201,1
2417,0.9232713265622225,1
2422,0.6143015490014272,1
2431,1.0777562153426201,1
2432,0.6143015490014272,1
2439,0.9232713265622225,1
2441,0.6143015490014272,1
2444,1.0777562153426201,1
2448,0.7687864377818249,1
2453,0.7687864377818249,1
2454,1.0777562153426201,1
2458,0.4850630382872385,0
2463,1.0777562153426201,1
2470,0.36884247771950274,0
2471,1.0777562153426201,1
2477,0.36884247771950274,0
2480,0.36884247771950274,0
2481,1.0777562153426201,1
2486,1.0777562153426201,1
2492,1.0777562153426201,1
2495,0.7687864377818249,1
2496,0.9232713265622225,1
2502,0.7687864377818249,1
2505,0.47022304607908627,0
2508,0.9232713265622225,1
2510,0.9232713265622225,1
2512,0.9232713265622225,1
2515,0.47022304607908627,0
2529,1.0777562153426201,1
2536,0.9232713265622225,1
2544,1.0777562153426201,1
2545,1.0777562153426201,1
2549,1.0777562153426201,1
2551,1.0777562153426201,1
2554,0.9232713265622225,1
2556,1.0777562153426201,1
2558,1.0777562153426201,1
2566,0.3157381572986886,0
2567,0.3157381572986886,0
2568,0.9232713265622225,1
2572,1.0777562153426201,1
2577,0.62242789951009,1
2580,0.9232713265622225,1
2582,1.0777562153426201,1
2587,1.0777562153426201,1
2589,1.0777562153426201,1
2590,0.62242789951009,1
2591,0.62242789951009,1
2593,1.0777562153426201,1
2595,1.0777562153426201,1
2598,1.0777562153426201,1
2601,1.0777562153426201,1
2606,0.624707934859484,1
2611,1.0777562153426201,1
2613,1.0777562153426201,1
2614,1.0777562153426201,1
2616,1.0777562153426201,1
2618,1.0777562153426201,1
2620,1.0777562153426201,1
2621,1.0777562153426201,1
2622,1.0777562153426201,1
2625,1.0777562153426201,1
2627,1.0777562153426201,1
2628,1.0777562153426201,1
2634,1.0777562153426201,1
2635,1.0777562153426201,1
2641,1.0777562153426201,1
2645,0.24221553129371043,0
2647,-0.15565325663481888,0
2648,-0.13731012318444757,0
2651,0.16125326851829103,0
2652,0.16125326851829103,0
2660,-0.13731012318444757,0
2662,0.16125326851829103,0
2663,0.16125326851829103,0
2668,-0.15565325663481888,0
2671,0.16125326851829103,0
2672,0.16125326851829103,0
2677,-0.13731012318444757,0
2679,0.16125326851829103,0
2682,-0.13731012318444757,0
2683,-0.13731012318444757,0
2688,-0.13731012318444757,0
2689,-0.13731012318444757,0
2690,-0.13731012318444757,0
2694,-0.13731012318444757,0
2696,0.16125326851829103,0
2699,0.24221553129371043,0
2700,0.24221553129371043,0
2706,-0.13731012318444757,0
2711,-0.13731012318444757,0
2713,1.0777562153426201,1
2715,1.0777562153426201,1
2717,1.0777562153426201,1
2725,1.0777562153426201,1
2726,1.0777562153426201,1
2728,1.0777562153426201,1
2731,1.0777562153426201,1
2733,1.0777562153426201,1
2738,1.0777562153426201,1
2742,1.0777562153426201,1
2745,1.0777562153426201,1
2747,1.0777562153426201,1
2749,1.0777562153426201,1
2755,1.0777562153426201,1
2759,0.9232713265622225,1
2763,1.0777562153426201,1
2768,1.0777562153426201,1
2769,1.0777562153426201,1
2773,1.0777562153426201,1
2775,1.0777562153426201,1
2778,1.0777562153426201,1
2782,1.0777562153426201,1
2784,1.0777562153426201,1
2791,1.0777562153426201,1
2792,1.0777562153426201,1
2798,1.0777562153426201,1
2800,1.0777562153426201,1
2805,1.0777562153426201,1
2806,1.0777562153426201,1
2807,1.0777562153426201,1
2813,0.9232713265622225,1
2814,1.0777562153426201,1
2822,1.0777562153426201,1
2830,1.0777562153426201,1
2832,1.0777562153426201,1
2834,1.0777562153426201,1
2837,0.9232713265622225,1
2839,0.9232713265622225,1
2842,1.0777562153426201,1
2843,1.0777562153426201,1
2847,1.0777562153426201,1
2848,1.0777562153426201,1
2852,1.0777562153426201,1
2855,1.0777562153426201,1
2872,0.2929614174982216,0
2874,1.0777562153426201,1
2880,0.624707934859484,1
2883,1.0777562153426201,1
2884,0.624707934859484,1
2889,1.0777562153426201,1
2891,1.0777562153426201,1
2893,1.0777562153426201,1
2901,1.0777562153426201,1
2904,1.0777562153426201,1
2905,1.0777562153426201,1
2908,0.624707934859484,1
2911,0.18421961123510622,0
2916,0.18421961123510622,0
2921,0.33057814950684095,0
2924,0.33057814950684095,0
2928,0.33057814950684095,0
2929,0.18421961123510622,0
2931,0.33057814950684095,0
2933,0.18421961123510622,0
2934,1.0777562153426201,1
2939,-0.6076413353453003,0
2946,1.0777562153426201,1
2950,1.0777562153426201,1
2951,1.0777562153426201,1
2953,1.0777562153426201,1
2960,1.0777562153426201,1
2961,1.0777562153426201,1
2964,1.0777562153426201,1
2967,1.0777562153426201,1
2968,1.0777562153426201,1
2971,1.0777562153426201,1
2973,1.0777562153426201,1
2977,1.0777562153426201,1
2978,1.0777562153426201,1
2980,1.0777562153426201,1
2981,1.0777562153426201,1
2997,1.0777562153426201,1
3001,1.0777562153426201,1
3002,1.0777562153426201,1
3003,1.0777562153426201,1
3006,0.17165965437634767,0
3008,1.0777562153426201,1
3009,1.0777562153426201,1
3011,1.0777562153426201,1
3013,1.0777562153426201,1
3027,1.0777562153426201,1
3035,1.0777562153426201,1
3040,-0.11846072499930216,0
3046,0.08392937206800699,0
3047,0.08392937206800699,0
3054,-0.11846072499930216,0
3056,0.33057814950684095,0
3058,0.08392937206800699,0
3061,-0.11846072499930216,0
3069,0.08392937206800699,0
3070,0.08392937206800699,0
3071,-0.11846072499930216,0
3072,0.33057814950684095,0
3075,0.08392937206800699,0
3076,-0.11846072499930216,0
3077,0.33057814950684095,0
3079,1.0777562153426201,1
3080,1.0777562153426201,1
3083,1.0777562153426201,1
3085,1.0777562153426201,1
3090,1.0777562153426201,1
3097,1.0777562153426201,1
3100,0.3053169043200554,0
3102,1.0777562153426201,1
3107,1.0777562153426201,1
3110,1.0777562153426201,1
3122,0.9232713265622225,1
3126,1.0777562153426201,1
3131,0.9232713265622225,1
3134,1.0777562153426201,1
3135,0.9232713265622225,1
3138,1.0777562153426201,1
3139,1.0777562153426201,1
3142,0.9232713265622225,1
3143,1.0777562153426201,1
3145,1.0777562153426201,1
3146,1.0777562153426201,1
3148,1.0777562153426201,1
3150,1.0777562153426201,1
3152,1.0777562153426201,1
3153,1.0777562153426201,1
3155,1.0777562153426201,1
3156,1.0777562153426201,1
3161,1.0777562153426201,1
3164,1.0777562153426201,1
3166,0.021608371946045812,0
3169,-0.5151212741555831,0
3171,-0.05493515159985474,0
3179,-0.05493515159985474,0
3182,-0.05493515159985474,0
3184,0.43845262922973594,0
3187,0.43845262922973594,0
3188,-0.05493515159985474,0
3190,1.0777562153426201,1
3198,1.0777562153426201,1
3202,1.0777562153426201,1
3204,1.0777562153426201,1
3210,-0.2179705912620178,0
3224,1.0777562153426201,1
3231,1.0777562153426201,1
3233,1.0777562153426201,1
3236,1.0777562153426201,1
3237,1.0777562153426201,1
3239,1.0777562153426201,1
3240,1.0777562153426201,1
3242,-0.1864199047488453,0
3243,-0.1864199047488453,0
3247,1.0777562153426201,1
3251,1.0777562153426201,1
3255,-0.1864199047488453,0
3262,1.0777562153426201,1
3263,0.624707934859484,1
3267,1.0777562153426201,1
3271,1.0777562153426201,1
3272,1.0777562153426201,1
3277,1.0777562153426201,1
3278,1.0777562153426201,1
3282,0.3053169043200554,0
3283,1.0777562153426201,1
3289,1.0777562153426201,1
3307,0.9232713265622225,1
3308,0.9232713265622225,1
3312,0.9232713265622225,1
3314,-0.02368367131625293,0
3323,1.0777562153426201,1
3326,0.9232713265622225,1
3330,0.9232713265622225,1
3333,1.0777562153426201,1
3335,1.0777562153426201,1
3336,1.0777562153426201,1
3339,1.0777562153426201,1
3341,1.0777562153426201,1
3344,1.0777562153426201,1
3345,1.0777562153426201,1
3346,1.0777562153426201,1
3347,0.624707934859484,1
3350,1.0777562153426201,1
3351,1.0777562153426201,1
3352,1.0777562153426201,1
3354,1.0777562153426201,1
3359,1.0777562153426201,1
3361,0.624707934859484,1
3364,0.059872700158707604,0
3366,0.47022304607908627,0
3369,0.47022304607908627,0
3372,1.0777562153426201,1
3374,-0.3093541070160708,0
3379,1.0777562153426201,1
3385,-0.3409047935292431,0
3394,-0.06348570248162022,0
3396,-0.06348570248162022,0
3398,1.0777562153426201,1
3402,-1.10980610292316,0
3407,1.0777562153426201,1
