max_trim,max_sem,desv_sem,prom_bim,max_mes_anterior,prom_mes_anterior,prom_sem,max_bim,mejor_gestion,prom_trim,pc_cant_moras_30_ult_12_meses,desv_trim,nro_gestiones,desv_bim,pc_cant_moras_30_ult_3_meses,dh_cant_entradas,pc_tiem_1er_prod_abierto_total,pc_cant_moras_60_ult_12_meses,gestiones_eficaces,pc_transaccional,dh_max_dia_entradas,pc_cupo_entidad,pc_cuotas_como_ppal,dh_val_entradas,pc_cant_moras_90_ult_12_meses,dh_max_dia_salidas,pc_cant_moras_60_ult_3_meses,pc_cuota_tarjeta_de_credito,cp_inicial_menos_saldo,pc_peor_estado_act_cta_aho,dia_pago,cp_cuotas_falta,pcons_tarjeta_de_credito,pc_cifin,gestiones_prod,pcons_vehiculos_sufi,cluster_recod,dh_avg_dia_retiros_d,dmi_max_egreso_diario,cpc_max_proc_deuda,dh_cant_otros_d,pc_cont_30_lt_12m_tot_sf,pc_cant_mora90_ult_12m_total,dmi_max_ingreso_diario,dh_val_otros_d,pc_ingreso_final,dh_cant_pagos_d,dmi_ingreso_total_mes,dh_val_pagos_d,pc_gasto_familiar,pc_cuotas_pagadas,cpc_avg_proc_deuda,cpc_sum_proc_deuda,dc_porc_prod_sin_mora,pc_ingreso_rutina_con_techo,pc_saldo_prom3_tdc_entidad,dh_cant_salidas,dh_min_dia_pagos_d,pc_ingreso_por_rutina,dh_min_dia_pago_tarj_d,cp_nro_cuota,dmi_egreso_total_mes,cp_valor_inicial,dh_max_dia_otros_d,cp_cuota_sobre_saldo,dc_sum_valor_inicial,dh_cant_pago_tarj_d,dh_max_dia_pagos_d,cp_saldo_sobre_inicial,pc_mediana_nom3,cp_esta_cuota_otro,dh_max_dia_retiros_d,dh_avg_dia_entradas,dh_avg_dia_pagos_d,dh_val_salidas,dc_sum_valor_cuota,dh_min_dia_tras_d,cp_porc_valorcuot_ing,pc_ind_ajustado,dh_val_retiros_d,pc_tiem_lt_prod_abie_total,marca_info_cifin_decode,dh_max_dia_pago_tarj_d,dc_valobli_ing,pc_cantidad_tdc_entidad,dh_min_dia_otros_d,dc_cant_obligaciones,cpc_sum_nro_cuota,cpc_avg_nro_cuota,cpc_max_nro_cuota,cp_saldo,cp_cuota_sobre_inicial,cpc_sum_saldo,cp_porc_saldo_ing,gsm_mejor_gestion,dh_min_dia_nomina_c,dh_max_dia_nomina_c,cp_valor_cuota,cpc_nro_cuota_tdc,gsm_prom_dias_gest,pc_cuota_no_rot_ent,dh_val_nomina_c,banca_completa,cpc_saldo_sobre_ing,dh_min_dia_pago_cred_d,cpc_saldo_tdc,pc_cuota_de_consumo,dh_cant_tras_d,dh_max_dia_comisio_d,cpc_avg_saldo,dc_max_saldo_sf,dh_val_pago_tarj_d,pc_productos_no_rotativos_entidad,pc_saldo_no_rot_ent,pc_vi_no_rotativos_entidad,dh_min_dia_entradas,pcons_hipotecario_vivienda,gsm_mejor_gestion_3m,dh_avg_dia_salidas,llave,segmentoestructural,subsegmentoestructural,anhomes_ciclo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,145365002,0,21,0,0,0,0,3,0,0,0,0,0,19,10.454545454545455,110239200,0,2,0,0,145365000,8626,0,0,145365002,0,0,400000,0,0,0,0,0,14,0,0,0,0,144013739,0,3,0,0,0,0,0,0,0,21,6.6,0,144013739,0,0,0,0,143960209,0,0,0,0,0,3,0,6,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3.2909090909090906,46,PYME,Pyme Pequena,201705
11,11,5.686240703077327,9.5,11,11,6.333333333333333,11,0,6.333333333333333,2,5.686240703077327,0,2.1213203435596424,2,1,0,1,0,0,30,0,0,2,0,0,1,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,2,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,47,PYME,Pyme Pequena,201707
18,18,7.004760286167305,12,18,18,8.666666666666666,18,0,13.333333333333334,2,6.429100507328637,0,8.48528137423857,1,0,0,1,0,126000,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,1,16,0,0,0,0,0,0,0,0,126000,0,0,0,53550,0,0,0,0,126000,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48195,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,PYME,Pyme Pequena,201609
16,16,0,16,16,16,16,16,0,16,6,0,0,0,3,0,0,5,0,15354950,0,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,4,0,0,15354950,0,0,0,3262926.875,0,0,0,0,15354950,0,0,0,15354950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8809902.5625,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,PYME,Pyme Pequena,201609
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,13063808.8,30,0,0,16869695,0,31,0,0,0,0,15,0,0,0,0,0,6,19.56,6002005,0,5,0,0,3900211,66478,11104237.48,8,16869695,3829565,3265952.2,1870000,0,0,0,13063808.8,0,52,11,13063808.8,18,0,21474799,0,22,0,0,2,30,0,0,0,31,4.68997668997669,8.333333333333332,21474799,0,7,0,3872384.6922,6094684,0,0,18,0,0,6,0,45,45,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,26,0,0,9,20,0,0,13599,0,0,0,1,0,0,13.655042735042734,53,PYME,Pyme Pequena,201702
15,15,6.123724356957945,7.5,0,0,2.5,15,0,5,0,8.660254037844387,0,10.606601717798213,0,13,0,0,0,10788679.3703145,30,0,0,840028,0,26,0,0,0,0,15,0,0,0,0,0,6,11.947368421052632,12650400,0.5444224363333333,5,0,0,820694,308924,10788679.3703145,2,840028,159690,2292594.36619183,1898209.9829,0.5859433656296297,0.5859433656296297,0,10788679.3703145,0,31,20,10788679.3703145,0,0,16785720,0,18,0,0,0,26,0,0,0,26,2.5170454545454546,5.75,16785720,0,5,0,4481615.80410794,14532334,0,0,0,0,0,3,0,127,42.333333333333336,69,0,0,79102354.36,0,0,0,0,0,58,0,0,0,0,5.750807296255907,0,13771662,0,3,17,26367451.453333333,0,0,0,0,0,2,0,0,11.447587719298246,62,PYME,Pyme Pequena,201705
22,22,8.998147957589198,15.5,9,9,5.166666666666667,22,0,10.333333333333334,0,11.060440015358038,0,9.192388155425117,0,5,0,0,0,9411474.72941029,31,0,0,20110000,0,31,0,0,0,0,27,0,0,0,0,0,6,16,10040000,0.9800063244761904,0,0,0,10000000,0,9411474.72941029,9,20110000,5018259,2399926.05599962,1814022.385,0.9700392484615384,0.9700392484615384,0,9411474.72941029,0,18,2,9411474.72941029,6,0,15090628,0,0,0,0,3,31,0,0,0,30,7.833333333333333,3.25,15090628,0,0,0,3407224.57109921,10060119,0,0,6,0,0,0,0,60,20,23,0,0,113494592.07,0,0,0,0,0,41,0,0,0,0,7.595676085530719,2,10593928,0,0,15,37831530.69,0,1935561,0,0,0,2,1,0,8.416666666666666,72,PYME,Pyme Pequena,201704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11550000,9,0,0,5400000,0,20,0,0,0,0,15,0,0,0,0,0,6,11.470588235294118,2998100,0.98120335,3,0,0,5000000,101200,9817500,3,5400000,2707283,2887500,1703721.82,0.9666008952991453,0.9666008952991453,0,11550000,0,24,7,11550000,0,0,5894215,0,20,0,0,0,20,0,0,0,20,1.6,2.4,5894215,0,0,0,3378287.862,3073482,0,0,0,0,0,2,0,58,19.333333333333332,22,0,0,113092304.75,0,0,0,0,0,40,0,0,0,0,7.568752827600053,7,10065953,0,0,15,37697434.916666664,0,0,0,0,0,7,0,0,10.36078431372549,76,PYME,Pyme Pequena,201703
31,31,12.909944487358056,0,0,0,7.666666666666667,0,0,10.333333333333334,1,17.8978583448784,0,0,1,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8000000,0,0,0,2040000,1813861.385,0,0,0,8000000,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651524.7535,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,PYME,Pyme Pequena,201608
3,14,5.455883674224246,2.5,2,2,3.1666666666666665,3,0,1.6666666666666667,0,1.5275252316519468,0,0.7071067811865476,0,1,0,0,0,9411474.72941029,6,0,0,33475750,0,17,0,0,0,0,3,0,1,0,0,0,6,9.5,22672504,0.98120335,0,0,0,33475750,0,9411474.72941029,5,33475750,11000530,2399926.05599962,1814022.385,0.9941535691964286,0.9941535691964286,0,9411474.72941029,0,16,6,9411474.72941029,6,0,38483439,0,0,0,0,3,7,0,0,0,17,1,3.1666666666666665,38483439,0,0,0,3407224.57109921,27470659,0,0,6,0,0,0,0,62,20.666666666666668,24,0,0,111345199.75,0,0,0,0,0,44,0,0,0,0,7.451827047918619,6,8318848,0,0,12,37115066.583333336,0,9598604,0,0,0,6,0,0,6.75,82,PYME,Pyme Pequena,201705
42,42,18.37842938519684,36,42,42,12.833333333333334,42,0,24.666666666666668,1,20.526405757787536,0,8.48528137423857,1,2,0,0,0,8000000,13,0,0,8035079,0,20,0,0,0,0,1,0,1,0,0,0,6,9.5,8797399,0.9763424960952382,2,0,0,8000000,71300,8000000,5,8035079,3842957,2040000,1813861.385,0.988717017863248,0.988717017863248,0,8000000,0,25,1,8000000,0,0,18643913,0,4,0,0,0,20,0,0,0,20,2.857142857142857,2.9761904761904767,18643913,0,0,0,2651524.7535,13849242,0,2,0,0,0,2,0,92,23,26,0,0,115679891.09,0,0,0,0,0,70,0,0,0,0,7.741928195020747,7,13163929,0,0,14,28919972.7725,0,0,0,0,0,7,0,0,6.761904761904762,83,PYME,Pyme Pequena,201707
9,9,4.669047011971501,8.5,8,8,3.4,9,0,5.666666666666667,0,4.932882862316248,0,0.7071067811865476,0,2,0,0,0,11550000,28,0,0,73958375,0,30,0,0,0,0,3,0,1,0,0,0,6,17.27027027027027,21168097,0.98120335,8,0,0,63958375,1060558,9817500,7,73958375,14697581,2887500,1703721.82,0.940610014957265,0.9406100149572649,0,11550000,0,59,2,11550000,2,0,108190046,0,30,0,0,4,28,0,0,0,30,2.875,6.875,108190046,0,26,0,3378287.862,73573633,0,0,28,0,0,6,0,56,18.666666666666668,21,0,0,110051371.75,0,0,0,0,0,38,0,0,0,0,7.3652370331950205,2,7025020,0,1,30,36683790.583333336,0,5736509,0,0,0,18,0,0,17.455658783783782,86,PYME,Pyme Pequena,201702
9,9,4.183300132670378,6,4,4,3.5,8,0,7,0,2.6457513110645907,0,2.8284271247461903,0,2,0,0,0,11550000,9,0,0,5400000,0,20,0,0,0,0,3,0,1,0,0,0,6,11.470588235294118,2998100,0.98120335,3,0,0,5000000,101200,9817500,3,5400000,2707283,2887500,1703721.82,0.9666008952991453,0.9666008952991453,0,11550000,0,24,7,11550000,0,0,5894215,0,20,0,0,0,20,0,0,0,20,1.6,2.4,5894215,0,0,0,3378287.862,3073482,0,0,0,0,0,2,0,58,19.333333333333332,22,0,0,113092304.75,0,0,0,0,0,40,0,0,0,0,7.568752827600053,7,10065953,0,0,15,37697434.916666664,0,0,0,0,0,7,0,0,10.36078431372549,87,PYME,Pyme Pequena,201703
44,133,52.09766469494258,27.5,11,11,60.833333333333336,44,0,27.333333333333332,8,16.502525059315417,0,23.33452377915607,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0.852577927388535,0,0,0,0,0,0,0,0,0,0,2367491.1006,0.852577927388535,0.852577927388535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,0,0,133854734.6,0,0,0,0,0,0,0,0,0,0,5.695946153191489,0,0,0,0,0,133854734.6,0,0,0,0,0,0,0,0,0,94,PYME,Pyme Pequena,201702
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6531800,30,0,0,23827005,0,28,0,0,0,0,15,0,0,0,0,0,16,17.77777777777778,9394197,0.8,0,0,0,9327000,0,6531800,10,23827005,7909344,1665609,87000,0.6777776666666666,0.6777776666666666,0,6531800,0,23,1,6531800,15,0,23822173,0,0,0,0,3,28,0,0,0,28,5.714285714285714,5.5625,23822173,0,0,0,3419478.9,15900459,0,2,20,0,0,0,0,22,11,11,0,0,2033333,0,0,0,0,0,22,0,0,0,0,0.3250088431723916,1,2033333,0,0,24,1016666.5,0,416766,0,0,0,1,0,0,9.940972222222221,98,PYME,Pyme Pequena,201707
9,9,3.3714487489307423,6.5,9,9,3.1666666666666665,9,0,4.333333333333333,0,4.509249752822894,0,3.5355339059327378,0,8,0,0,0,3900000,27,0,0,6531800,0,28,0,0,0,0,1,0,0,0,0,0,16,19,2505455,0.478018,0,0,0,2500000,0,3315000,6,6531800,4934480,1170000,87000,0.246319,0.246319,0,3900000,0,7,10,3900000,0,0,6534480,0,0,0,0,0,28,0,0,0,19,6.75,7.2,6534480,0,0,0,1404675,1600000,0,0,0,0,0,0,0,8,4,4,0,0,738957,0,0,0,0,0,8,0,0,0,0,0.11811521267010419,10,738957,0,0,0,369478.5,0,0,0,0,0,9,0,0,11,100,PYME,Pyme Pequena,201612
15,15,5.7850381733111025,12,15,15,5.333333333333333,15,0,9.333333333333334,1,5.507570547286102,0,4.242640687119285,1,6,0,0,0,2870000,22,0,0,5700000,0,23,0,0,0,0,1,0,0,0,0,0,16,0,2802775,0.7143785507246376,0,0,0,2800000,0,2439500,8,5700000,5700294,861000,274237.8075,0.38623348837209304,0.38623348837209304,0,2870000,0,8,9,2870000,19,0,5700294,0,0,0,0,3,23,0,0,0,0,7,10.833333333333332,5700294,0,0,0,844503.47325,0,0,0,21,0,0,0,0,12,6,6,0,0,1245603,0,0,0,0,0,12,0,0,0,0,0.19909773267933017,9,1245603,0,0,0,622801.5,0,300291,0,0,0,9,0,0,10.833333333333332,101,PYME,Pyme Pequena,201701
17,17,9.0737717258774655,10,3,3,6.666666666666667,17,0,6.666666666666667,0,9.0737717258774655,0,9.899494936611665,0,8,0,0,0,3900000,31,0,0,10800099,0,26,0,0,0,0,2,0,0,0,0,0,16,22.666666666666668,6322079,0,1,0,0,6400000,1610,3315000,6,10800099,7600778,1170000,87000,0,0,0,3900000,0,13,6,3900000,21,0,10803126,0,12,0,0,1,26,0,0,0,26,3.425,5.15625,10803126,0,0,0,1404675,3001549,0,0,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,0,602165,0,0,0,5,0,0,11.739583333333334,105,PYME,Pyme Pequena,201611
13,17,7,10,7,7,8,13,0,7.666666666666667,1,5.033222956847166,0,4.242640687119285,1,6,0,0,0,2870000,22,0,0,5700000,0,23,0,0,0,0,2,0,0,0,0,0,16,0,2802775,0.7143785507246376,0,0,0,2800000,0,2439500,8,5700000,5700294,861000,274237.8075,0.38623348837209304,0.38623348837209304,0,2870000,0,8,9,2870000,19,0,5700294,0,0,0,0,3,23,0,0,0,0,7,10.833333333333332,5700294,0,0,0,844503.47325,0,0,0,21,0,0,0,0,12,6,6,0,0,1245603,0,0,0,0,0,12,0,0,0,0,0.19909773267933017,9,1245603,0,0,0,622801.5,0,300291,0,0,0,9,0,0,10.833333333333332,106,PYME,Pyme Pequena,201701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6531800,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,16,0,0,0,0,0,0,0,0,6531800,0,0,0,1665609,87000,0,0,0,6531800,0,0,0,6531800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419478.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,PYME,Pyme Pequena,201608
32,32,1.4142135623730951,31,32,32,31,32,0,31,0,1.4142135623730951,0,1.4142135623730951,0,0,0,0,0,3900000,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,16,0,0,0,0,0,0,0,0,3315000,0,0,0,1170000,87000,0,0,0,3900000,0,0,0,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,PYME,Pyme Pequena,201610
46,46,1.4142135623730951,45,44,44,45,46,0,45,9,1.4142135623730951,0,1.4142135623730951,3,0,0,7,0,0,0,0,0,0,6,0,3,0,0,0,3,0,1,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,PYME,Pyme Pequena,201607
